Date;S&P
11/02/2014;1819.7500
12/02/2014;1819.2600
13/02/2014;1829.8300
14/02/2014;1838.6300
18/02/2014;1840.7600
19/02/2014;1828.7500
20/02/2014;1839.7800
21/02/2014;1836.2500
24/02/2014;1847.6100
25/02/2014;1845.1200
26/02/2014;1845.1600
27/02/2014;1854.2900
28/02/2014;1859.4500
03/03/2014;1845.7300
04/03/2014;1873.9100
05/03/2014;1873.8100
06/03/2014;1877.0300
07/03/2014;1878.0400
10/03/2014;1877.1700
11/03/2014;1867.6300
12/03/2014;1868.2000
13/03/2014;1846.3400
14/03/2014;1841.1300
17/03/2014;1858.8300
18/03/2014;1872.2500
19/03/2014;1860.7700
20/03/2014;1872.0100
21/03/2014;1866.5200
24/03/2014;1857.4400
25/03/2014;1865.6200
26/03/2014;1852.5600
27/03/2014;1849.0400
28/03/2014;1857.6200
31/03/2014;1872.3400
01/04/2014;1885.5200
02/04/2014;1890.9000
03/04/2014;1888.7700
04/04/2014;1865.0900
07/04/2014;1845.0400
08/04/2014;1851.9600
09/04/2014;1872.1800
10/04/2014;1833.0800
11/04/2014;1815.6900
14/04/2014;1830.6100
15/04/2014;1842.9800
16/04/2014;1862.3100
17/04/2014;1864.8500
21/04/2014;1871.8900
22/04/2014;1879.5500
23/04/2014;1875.3900
24/04/2014;1878.6100
25/04/2014;1863.4000
28/04/2014;1869.4300
29/04/2014;1878.3300
30/04/2014;1883.9500
01/05/2014;1883.6800
02/05/2014;1881.1400
05/05/2014;1884.6600
06/05/2014;1867.7200
07/05/2014;1878.2100
08/05/2014;1875.6300
09/05/2014;1878.4800
12/05/2014;1896.6500
13/05/2014;1897.4500
14/05/2014;1888.5300
15/05/2014;1870.8500
16/05/2014;1877.8600
19/05/2014;1885.0800
20/05/2014;1872.8300
21/05/2014;1888.0300
22/05/2014;1892.4900
23/05/2014;1900.5300
27/05/2014;1911.9100
28/05/2014;1909.7800
29/05/2014;1920.0300
30/05/2014;1923.5700
02/06/2014;1924.9700
03/06/2014;1924.2400
04/06/2014;1927.8800
05/06/2014;1940.4600
06/06/2014;1949.4400
09/06/2014;1951.2700
10/06/2014;1950.7900
11/06/2014;1943.8900
12/06/2014;1930.1100
13/06/2014;1936.1600
16/06/2014;1937.7800
17/06/2014;1941.9900
18/06/2014;1956.9800
19/06/2014;1959.4800
20/06/2014;1962.8700
23/06/2014;1962.6100
24/06/2014;1949.9800
25/06/2014;1959.5300
26/06/2014;1957.2200
27/06/2014;1960.9600
30/06/2014;1960.2300
01/07/2014;1973.3200
02/07/2014;1974.6200
03/07/2014;1985.4400
07/07/2014;1977.6500
08/07/2014;1963.7100
09/07/2014;1972.8300
10/07/2014;1964.6800
11/07/2014;1967.5700
14/07/2014;1977.1000
15/07/2014;1973.2800
16/07/2014;1981.5700
17/07/2014;1958.1200
18/07/2014;1978.2200
21/07/2014;1973.6300
22/07/2014;1983.5300
23/07/2014;1987.0100
24/07/2014;1987.9800
25/07/2014;1978.3400
28/07/2014;1978.9100
29/07/2014;1969.9500
30/07/2014;1970.0700
31/07/2014;1930.6700
01/08/2014;1925.1500
04/08/2014;1938.9900
05/08/2014;1920.2100
06/08/2014;1920.2400
07/08/2014;1909.5700
08/08/2014;1931.5900
11/08/2014;1936.9200
12/08/2014;1933.7500
13/08/2014;1946.7200
14/08/2014;1955.1800
15/08/2014;1955.0600
18/08/2014;1971.7400
19/08/2014;1981.6000
20/08/2014;1986.5100
21/08/2014;1992.3700
22/08/2014;1988.4000
25/08/2014;1997.9200
26/08/2014;2000.0200
27/08/2014;2000.1200
28/08/2014;1996.7400
29/08/2014;2003.3700
02/09/2014;2002.2800
03/09/2014;2000.7200
04/09/2014;1997.6500
05/09/2014;2007.7100
08/09/2014;2001.5400
09/09/2014;1988.4400
10/09/2014;1995.6900
11/09/2014;1997.4500
12/09/2014;1985.5400
15/09/2014;1984.1300
16/09/2014;1998.9800
17/09/2014;2001.5700
18/09/2014;2011.3600
19/09/2014;2010.4000
22/09/2014;1994.2900
23/09/2014;1982.7700
24/09/2014;1998.3000
25/09/2014;1965.9900
26/09/2014;1982.8500
29/09/2014;1977.8000
30/09/2014;1972.2900
01/10/2014;1946.1600
02/10/2014;1946.1700
03/10/2014;1967.9000
06/10/2014;1964.8200
07/10/2014;1935.1000
08/10/2014;1968.8900
09/10/2014;1928.2100
10/10/2014;1906.1300
13/10/2014;1874.7400
14/10/2014;1877.7000
15/10/2014;1862.4900
16/10/2014;1862.7600
17/10/2014;1886.7600
20/10/2014;1904.0100
21/10/2014;1941.2800
22/10/2014;1927.1100
23/10/2014;1950.8200
24/10/2014;1964.5800
27/10/2014;1961.6300
28/10/2014;1985.0500
29/10/2014;1982.3000
30/10/2014;1994.6500
31/10/2014;2018.0500
03/11/2014;2017.8100
04/11/2014;2012.1000
05/11/2014;2023.5700
06/11/2014;2031.2100
07/11/2014;2031.9200
10/11/2014;2038.2600
11/11/2014;2039.6800
12/11/2014;2038.2500
13/11/2014;2039.3300
14/11/2014;2039.8200
17/11/2014;2041.3200
18/11/2014;2051.8000
19/11/2014;2048.7200
20/11/2014;2052.7500
21/11/2014;2063.5000
24/11/2014;2069.4100
25/11/2014;2067.0300
26/11/2014;2072.8300
28/11/2014;2067.5600
01/12/2014;2053.4400
02/12/2014;2066.5500
03/12/2014;2074.3300
04/12/2014;2071.9200
05/12/2014;2075.3700
08/12/2014;2060.3100
09/12/2014;2059.8200
10/12/2014;2026.1400
11/12/2014;2035.3300
12/12/2014;2002.3300
15/12/2014;1989.6300
16/12/2014;1972.7400
17/12/2014;2012.8900
18/12/2014;2061.2300
19/12/2014;2070.6500
22/12/2014;2078.5400
23/12/2014;2082.1700
24/12/2014;2081.8800
26/12/2014;2088.7700
29/12/2014;2090.5700
30/12/2014;2080.3500
31/12/2014;2058.9000
02/01/2015;2058.2000
05/01/2015;2020.5800
06/01/2015;2002.6100
07/01/2015;2025.9000
08/01/2015;2062.1400
09/01/2015;2044.8100
12/01/2015;2028.2600
13/01/2015;2023.0300
14/01/2015;2011.2700
15/01/2015;1992.6700
16/01/2015;2019.4200
20/01/2015;2022.5500
21/01/2015;2032.1200
22/01/2015;2063.1500
23/01/2015;2051.8200
26/01/2015;2057.0900
27/01/2015;2029.5500
28/01/2015;2002.1600
29/01/2015;2021.2500
30/01/2015;1994.9900
02/02/2015;2020.8500
03/02/2015;2050.0300
04/02/2015;2041.5100
05/02/2015;2062.5200
06/02/2015;2055.4700
09/02/2015;2046.7400
10/02/2015;2068.5900
11/02/2015;2068.5300
12/02/2015;2088.4800
13/02/2015;2096.9900
17/02/2015;2100.3400
18/02/2015;2099.6800
19/02/2015;2097.4500
20/02/2015;2110.3000
23/02/2015;2109.6600
24/02/2015;2115.4800
25/02/2015;2113.8600
26/02/2015;2110.7400
27/02/2015;2104.5000
02/03/2015;2117.3900
03/03/2015;2107.7800
04/03/2015;2098.5300
05/03/2015;2101.0400
06/03/2015;2071.2600
09/03/2015;2079.4300
10/03/2015;2044.1600
11/03/2015;2040.2400
12/03/2015;2065.9500
13/03/2015;2053.4000
16/03/2015;2081.1900
17/03/2015;2074.2800
18/03/2015;2099.5000
19/03/2015;2089.2700
20/03/2015;2108.1000
23/03/2015;2104.4200
24/03/2015;2091.5000
25/03/2015;2061.0500
26/03/2015;2056.1500
27/03/2015;2061.0200
30/03/2015;2086.2400
31/03/2015;2067.8900
01/04/2015;2059.6900
02/04/2015;2066.9600
06/04/2015;2080.6200
07/04/2015;2076.3300
08/04/2015;2081.9000
09/04/2015;2091.1800
10/04/2015;2102.0600
13/04/2015;2092.4300
14/04/2015;2095.8400
15/04/2015;2106.6300
16/04/2015;2104.9900
17/04/2015;2081.1800
20/04/2015;2100.4000
21/04/2015;2097.2900
22/04/2015;2107.9600
23/04/2015;2112.9300
24/04/2015;2117.6900
27/04/2015;2108.9200
28/04/2015;2114.7600
29/04/2015;2106.8500
30/04/2015;2085.5100
01/05/2015;2108.2900
04/05/2015;2114.4900
05/05/2015;2089.4600
06/05/2015;2080.1500
07/05/2015;2088.0000
08/05/2015;2116.1000
11/05/2015;2105.3300
12/05/2015;2099.1200
13/05/2015;2098.4800
14/05/2015;2121.1000
15/05/2015;2122.7300
18/05/2015;2129.2000
19/05/2015;2127.8300
20/05/2015;2125.8500
21/05/2015;2130.8200
22/05/2015;2126.0600
26/05/2015;2104.2000
27/05/2015;2123.4800
28/05/2015;2120.7900
29/05/2015;2107.3900
01/06/2015;2111.7300
02/06/2015;2109.6000
03/06/2015;2114.0700
04/06/2015;2095.8400
05/06/2015;2092.8300
08/06/2015;2079.2800
09/06/2015;2080.1500
10/06/2015;2105.2000
11/06/2015;2108.8600
12/06/2015;2094.1100
15/06/2015;2084.4300
16/06/2015;2096.2900
17/06/2015;2100.4400
18/06/2015;2121.2400
19/06/2015;2109.9900
22/06/2015;2122.8500
23/06/2015;2124.2000
24/06/2015;2108.5800
25/06/2015;2102.3100
26/06/2015;2101.4900
29/06/2015;2057.6400
30/06/2015;2063.1100
01/07/2015;2077.4200
02/07/2015;2076.7800
06/07/2015;2068.7600
07/07/2015;2081.3400
08/07/2015;2046.6800
09/07/2015;2051.3100
10/07/2015;2076.6200
13/07/2015;2099.6000
14/07/2015;2108.9500
15/07/2015;2107.4000
16/07/2015;2124.2900
17/07/2015;2126.6400
20/07/2015;2128.2800
21/07/2015;2119.2100
22/07/2015;2114.1500
23/07/2015;2102.1500
24/07/2015;2079.6500
27/07/2015;2067.6400
28/07/2015;2093.2500
29/07/2015;2108.5700
30/07/2015;2108.6300
31/07/2015;2103.8400
03/08/2015;2098.0400
04/08/2015;2093.3200
05/08/2015;2099.8400
06/08/2015;2083.5600
07/08/2015;2077.5700
10/08/2015;2104.1800
11/08/2015;2084.0700
12/08/2015;2086.0500
13/08/2015;2083.3900
14/08/2015;2091.5400
17/08/2015;2102.4400
18/08/2015;2096.9200
19/08/2015;2079.6100
20/08/2015;2035.7300
21/08/2015;1970.8900
24/08/2015;1893.2100
25/08/2015;1867.6100
26/08/2015;1940.5100
27/08/2015;1987.6600
28/08/2015;1988.8700
31/08/2015;1972.1800
01/09/2015;1913.8500
02/09/2015;1948.8600
03/09/2015;1951.1300
04/09/2015;1921.2200
08/09/2015;1969.4100
09/09/2015;1942.0400
10/09/2015;1952.2900
11/09/2015;1961.0500
14/09/2015;1953.0300
15/09/2015;1978.0900
16/09/2015;1995.3100
17/09/2015;1990.2000
18/09/2015;1958.0300
21/09/2015;1966.9700
22/09/2015;1942.7400
23/09/2015;1938.7600
24/09/2015;1932.2400
25/09/2015;1931.3400
28/09/2015;1881.7700
29/09/2015;1884.0900
30/09/2015;1920.0300
01/10/2015;1923.8200
02/10/2015;1951.3600
05/10/2015;1987.0500
06/10/2015;1979.9200
07/10/2015;1995.8300
08/10/2015;2013.4300
09/10/2015;2014.8900
12/10/2015;2017.4600
13/10/2015;2003.6900
14/10/2015;1994.2400
15/10/2015;2023.8600
16/10/2015;2033.1100
19/10/2015;2033.6600
20/10/2015;2030.7700
21/10/2015;2018.9400
22/10/2015;2052.5100
23/10/2015;2075.1500
26/10/2015;2071.1800
27/10/2015;2065.8900
28/10/2015;2090.3500
29/10/2015;2089.4100
30/10/2015;2079.3600
02/11/2015;2104.0500
03/11/2015;2109.7900
04/11/2015;2102.3100
05/11/2015;2099.9300
06/11/2015;2099.2000
09/11/2015;2078.5800
10/11/2015;2081.7200
11/11/2015;2075.0000
12/11/2015;2045.9700
13/11/2015;2023.0400
16/11/2015;2053.1900
17/11/2015;2050.4400
18/11/2015;2083.5800
19/11/2015;2081.2400
20/11/2015;2089.1700
23/11/2015;2086.5900
24/11/2015;2089.1400
25/11/2015;2088.8700
27/11/2015;2090.1100
30/11/2015;2080.4100
01/12/2015;2102.6300
02/12/2015;2079.5100
03/12/2015;2049.6200
04/12/2015;2091.6900
07/12/2015;2077.0700
08/12/2015;2063.5900
09/12/2015;2047.6200
10/12/2015;2052.2300
11/12/2015;2012.3700
14/12/2015;2021.9400
15/12/2015;2043.4100
16/12/2015;2073.0700
17/12/2015;2041.8900
18/12/2015;2005.5500
21/12/2015;2021.1500
22/12/2015;2038.9700
23/12/2015;2064.2900
24/12/2015;2060.9900
28/12/2015;2056.5000
29/12/2015;2078.3600
30/12/2015;2063.3600
31/12/2015;2043.9400
04/01/2016;2012.6600
05/01/2016;2016.7100
06/01/2016;1990.2600
07/01/2016;1943.0900
08/01/2016;1922.0300
11/01/2016;1923.6700
12/01/2016;1938.6800
13/01/2016;1890.2800
14/01/2016;1921.8400
15/01/2016;1880.3300
19/01/2016;1881.3300
20/01/2016;1859.3300
21/01/2016;1868.9900
22/01/2016;1906.9000
25/01/2016;1877.0800
26/01/2016;1903.6300
27/01/2016;1882.9500
28/01/2016;1893.3600
29/01/2016;1940.2400
01/02/2016;1939.3800
02/02/2016;1903.0300
03/02/2016;1912.5300
04/02/2016;1915.4500
05/02/2016;1880.0500
08/02/2016;1853.4400
09/02/2016;1852.2100
10/02/2016;1851.8600
11/02/2016;1829.0800
12/02/2016;1864.7800
16/02/2016;1895.5800
17/02/2016;1926.8200
18/02/2016;1917.8300
19/02/2016;1917.7800
22/02/2016;1945.5000
23/02/2016;1921.2700
24/02/2016;1929.8000
25/02/2016;1951.7000
26/02/2016;1948.0500
29/02/2016;1932.2300
01/03/2016;1978.3500
02/03/2016;1986.4500
03/03/2016;1993.4000
04/03/2016;1999.9900
07/03/2016;2001.7600
08/03/2016;1979.2600
09/03/2016;1989.2600
10/03/2016;1989.5700
11/03/2016;2022.1900
14/03/2016;2019.6400
15/03/2016;2015.9300
16/03/2016;2027.2200
17/03/2016;2040.5900
18/03/2016;2049.5800
21/03/2016;2051.6000
22/03/2016;2049.8000
23/03/2016;2036.7100
24/03/2016;2035.9400
28/03/2016;2037.0500
29/03/2016;2055.0100
30/03/2016;2063.9500
31/03/2016;2059.7400
01/04/2016;2072.7800
04/04/2016;2066.1300
05/04/2016;2045.1700
06/04/2016;2066.6600
07/04/2016;2041.9100
08/04/2016;2047.6000
11/04/2016;2041.9900
12/04/2016;2061.7200
13/04/2016;2082.4200
14/04/2016;2082.7800
15/04/2016;2080.7300
18/04/2016;2094.3400
19/04/2016;2100.8000
20/04/2016;2102.4000
21/04/2016;2091.4800
22/04/2016;2091.5800
25/04/2016;2087.7900
26/04/2016;2091.7000
27/04/2016;2095.1500
28/04/2016;2075.8100
29/04/2016;2065.3000
02/05/2016;2081.4300
03/05/2016;2063.3700
04/05/2016;2051.1200
05/05/2016;2050.6300
06/05/2016;2057.1400
09/05/2016;2058.6900
10/05/2016;2084.3900
11/05/2016;2064.4600
12/05/2016;2064.1100
13/05/2016;2046.6100
16/05/2016;2066.6600
17/05/2016;2047.2100
18/05/2016;2047.6300
19/05/2016;2040.0400
20/05/2016;2052.3200
23/05/2016;2048.0400
24/05/2016;2076.0600
25/05/2016;2090.5400
26/05/2016;2090.1000
27/05/2016;2099.0600
31/05/2016;2096.9600
01/06/2016;2099.3300
02/06/2016;2105.2600
03/06/2016;2099.1300
06/06/2016;2109.4100
07/06/2016;2112.1300
08/06/2016;2119.1200
09/06/2016;2115.4800
10/06/2016;2096.0700
13/06/2016;2079.0600
14/06/2016;2075.3200
15/06/2016;2071.5000
16/06/2016;2077.9900
17/06/2016;2071.2200
20/06/2016;2083.2500
21/06/2016;2088.9000
22/06/2016;2085.4500
23/06/2016;2113.3200
24/06/2016;2037.4100
27/06/2016;2000.5400
28/06/2016;2036.0900
29/06/2016;2070.7700
30/06/2016;2098.8600
01/07/2016;2102.9500
05/07/2016;2088.5500
06/07/2016;2099.7300
07/07/2016;2097.9000
08/07/2016;2129.9000
11/07/2016;2137.1600
12/07/2016;2152.1400
13/07/2016;2152.4300
14/07/2016;2163.7500
15/07/2016;2161.7400
18/07/2016;2166.8900
19/07/2016;2163.7800
20/07/2016;2173.0200
21/07/2016;2165.1700
22/07/2016;2175.0300
25/07/2016;2168.4800
26/07/2016;2169.1800
27/07/2016;2166.5800
28/07/2016;2170.0600
29/07/2016;2173.6000
01/08/2016;2170.8400
02/08/2016;2157.0300
03/08/2016;2163.7900
04/08/2016;2164.2500
05/08/2016;2182.8700
08/08/2016;2180.8900
09/08/2016;2181.7400
10/08/2016;2175.4900
11/08/2016;2185.7900
12/08/2016;2184.0500
15/08/2016;2190.1500
16/08/2016;2178.1500
17/08/2016;2182.2200
18/08/2016;2187.0200
19/08/2016;2183.8700
22/08/2016;2182.6400
23/08/2016;2186.9000
24/08/2016;2175.4400
25/08/2016;2172.4700
26/08/2016;2169.0400
29/08/2016;2180.3800
30/08/2016;2176.1200
31/08/2016;2170.9500
01/09/2016;2170.8600
02/09/2016;2179.9800
06/09/2016;2186.4800
07/09/2016;2186.1600
08/09/2016;2181.3000
09/09/2016;2127.8100
12/09/2016;2159.0400
13/09/2016;2127.0200
14/09/2016;2125.7700
15/09/2016;2147.2600
16/09/2016;2139.1600
19/09/2016;2139.1200
20/09/2016;2139.7600
21/09/2016;2163.1200
22/09/2016;2177.1800
23/09/2016;2164.6900
26/09/2016;2146.1000
27/09/2016;2159.9300
28/09/2016;2171.3700
29/09/2016;2151.1300
30/09/2016;2168.2700
03/10/2016;2161.2000
04/10/2016;2150.4900
05/10/2016;2159.7300
06/10/2016;2160.7700
07/10/2016;2153.7400
10/10/2016;2163.6600
11/10/2016;2136.7300
12/10/2016;2139.1800
13/10/2016;2132.5500
14/10/2016;2132.9800
17/10/2016;2126.5000
18/10/2016;2139.6000
19/10/2016;2144.2900
20/10/2016;2141.3400
21/10/2016;2141.1600
24/10/2016;2151.3300
25/10/2016;2143.1600
26/10/2016;2139.4300
27/10/2016;2133.0400
28/10/2016;2126.4100
31/10/2016;2126.1500
01/11/2016;2111.7200
02/11/2016;2097.9400
03/11/2016;2088.6600
04/11/2016;2085.1800
07/11/2016;2131.5200
08/11/2016;2139.5600
09/11/2016;2163.2600
10/11/2016;2167.4800
11/11/2016;2164.4500
14/11/2016;2164.2000
15/11/2016;2180.3900
16/11/2016;2176.9400
17/11/2016;2187.1200
18/11/2016;2181.9000
21/11/2016;2198.1800
22/11/2016;2202.9400
23/11/2016;2204.7200
25/11/2016;2213.3500
28/11/2016;2201.7200
29/11/2016;2204.6600
30/11/2016;2198.8100
01/12/2016;2191.0800
02/12/2016;2191.9500
05/12/2016;2204.7100
06/12/2016;2212.2300
07/12/2016;2241.3500
08/12/2016;2246.1900
09/12/2016;2259.5300
12/12/2016;2256.9600
13/12/2016;2271.7200
14/12/2016;2253.2800
15/12/2016;2262.0300
16/12/2016;2258.0700
19/12/2016;2262.5300
20/12/2016;2270.7600
21/12/2016;2265.1800
22/12/2016;2260.9600
23/12/2016;2263.7900
27/12/2016;2268.8800
28/12/2016;2249.9200
29/12/2016;2249.2600
30/12/2016;2238.8300
03/01/2017;2257.8300
04/01/2017;2270.7500
05/01/2017;2269.0000
06/01/2017;2276.9800
09/01/2017;2268.9000
10/01/2017;2268.9000
11/01/2017;2275.3200
12/01/2017;2270.4400
13/01/2017;2274.6400
17/01/2017;2267.8900
18/01/2017;2271.8900
19/01/2017;2263.6900
20/01/2017;2271.3100
23/01/2017;2265.2000
24/01/2017;2280.0700
25/01/2017;2298.3700
26/01/2017;2296.6800
27/01/2017;2294.6900
30/01/2017;2280.9000
31/01/2017;2278.8700
01/02/2017;2279.5500
02/02/2017;2280.8500
03/02/2017;2297.4200
06/02/2017;2292.5600
07/02/2017;2293.0800
08/02/2017;2294.6700
09/02/2017;2307.8700
10/02/2017;2316.1000
13/02/2017;2328.2500
14/02/2017;2337.5800
15/02/2017;2349.2500
16/02/2017;2347.2200
17/02/2017;2351.1600
21/02/2017;2365.3800
22/02/2017;2362.8200
23/02/2017;2363.8100
24/02/2017;2367.3400
27/02/2017;2369.7500
28/02/2017;2363.6400
01/03/2017;2395.9600
02/03/2017;2381.9200
03/03/2017;2383.1200
06/03/2017;2375.3100
07/03/2017;2368.3900
08/03/2017;2362.9800
09/03/2017;2364.8700
10/03/2017;2372.6000
13/03/2017;2373.4700
14/03/2017;2365.4500
15/03/2017;2385.2600
16/03/2017;2381.3800
17/03/2017;2378.2500
20/03/2017;2373.4700
21/03/2017;2344.0200
22/03/2017;2348.4500
23/03/2017;2345.9600
24/03/2017;2343.9800
27/03/2017;2341.5900
28/03/2017;2358.5700
29/03/2017;2361.1300
30/03/2017;2368.0600
31/03/2017;2362.7200
03/04/2017;2358.8400
04/04/2017;2360.1600
05/04/2017;2352.9500
06/04/2017;2357.4900
07/04/2017;2355.5400
10/04/2017;2357.1600
11/04/2017;2353.7800
12/04/2017;2344.9300
13/04/2017;2328.9500
17/04/2017;2349.0100
18/04/2017;2342.1900
19/04/2017;2338.1700
20/04/2017;2355.8400
21/04/2017;2348.6900
24/04/2017;2374.1500
25/04/2017;2388.6100
26/04/2017;2387.4500
27/04/2017;2388.7700
28/04/2017;2384.2000
01/05/2017;2388.3300
02/05/2017;2391.1700
03/05/2017;2388.1300
04/05/2017;2389.5200
05/05/2017;2399.2900
08/05/2017;2399.3800
09/05/2017;2396.9200
10/05/2017;2399.6300
11/05/2017;2394.4400
12/05/2017;2390.9000
15/05/2017;2402.3200
16/05/2017;2400.6700
17/05/2017;2357.0300
18/05/2017;2365.7200
19/05/2017;2381.7300
22/05/2017;2394.0200
23/05/2017;2398.4200
24/05/2017;2404.3900
25/05/2017;2415.0700
26/05/2017;2415.8200
30/05/2017;2412.9100
31/05/2017;2411.8000
01/06/2017;2430.0600
02/06/2017;2439.0700
05/06/2017;2436.1000
06/06/2017;2429.3300
07/06/2017;2433.1400
08/06/2017;2433.7900
09/06/2017;2431.7700
12/06/2017;2429.3900
13/06/2017;2440.3500
14/06/2017;2437.9200
15/06/2017;2432.4600
16/06/2017;2433.1500
19/06/2017;2453.4600
20/06/2017;2437.0300
21/06/2017;2435.6100
22/06/2017;2434.5000
23/06/2017;2438.3000
26/06/2017;2439.0700
27/06/2017;2419.3800
28/06/2017;2440.6900
29/06/2017;2419.7000
30/06/2017;2423.4100
03/07/2017;2429.0100
05/07/2017;2432.5400
06/07/2017;2409.7500
07/07/2017;2425.1800
10/07/2017;2427.4300
11/07/2017;2425.5300
12/07/2017;2443.2500
13/07/2017;2447.8300
14/07/2017;2459.2700
17/07/2017;2459.1400
18/07/2017;2460.6100
19/07/2017;2473.8300
20/07/2017;2473.4500
21/07/2017;2472.5400
24/07/2017;2469.9100
25/07/2017;2477.1300
26/07/2017;2477.8300
27/07/2017;2475.4200
28/07/2017;2472.1000
31/07/2017;2470.3000
01/08/2017;2476.3500
02/08/2017;2477.5700
03/08/2017;2472.1600
04/08/2017;2476.8300
07/08/2017;2480.9100
08/08/2017;2474.9200
09/08/2017;2474.0200
10/08/2017;2438.2100
11/08/2017;2441.3200
14/08/2017;2465.8400
15/08/2017;2464.6100
16/08/2017;2468.1100
17/08/2017;2430.0100
18/08/2017;2425.5500
21/08/2017;2428.3700
22/08/2017;2452.5100
23/08/2017;2444.0400
24/08/2017;2438.9700
25/08/2017;2443.0500
28/08/2017;2444.2400
29/08/2017;2446.3000
30/08/2017;2457.5900
31/08/2017;2471.6500
01/09/2017;2476.5500
05/09/2017;2457.8500
06/09/2017;2465.5400
07/09/2017;2465.1000
08/09/2017;2461.4300
11/09/2017;2488.1100
12/09/2017;2496.4800
13/09/2017;2498.3700
14/09/2017;2495.6200
15/09/2017;2500.2300
18/09/2017;2503.8700
19/09/2017;2506.6500
20/09/2017;2508.2400
21/09/2017;2500.6000
22/09/2017;2502.2200
25/09/2017;2496.6600
26/09/2017;2496.8400
27/09/2017;2507.0400
28/09/2017;2510.0600
29/09/2017;2519.3600
02/10/2017;2529.1200
03/10/2017;2534.5800
04/10/2017;2537.7400
05/10/2017;2552.0700
06/10/2017;2549.3300
09/10/2017;2544.7300
10/10/2017;2550.6400
11/10/2017;2555.2400
12/10/2017;2550.9300
13/10/2017;2553.1700
16/10/2017;2557.6400
17/10/2017;2559.3600
18/10/2017;2561.2600
19/10/2017;2562.1000
20/10/2017;2575.2100
23/10/2017;2564.9800
24/10/2017;2569.1300
25/10/2017;2557.1500
26/10/2017;2560.4000
27/10/2017;2581.0700
30/10/2017;2572.8300
31/10/2017;2575.2600
01/11/2017;2579.3600
02/11/2017;2579.8500
03/11/2017;2587.8400
06/11/2017;2591.1300
07/11/2017;2590.6400
08/11/2017;2594.3800
09/11/2017;2584.6200
10/11/2017;2582.3000
13/11/2017;2584.8400
14/11/2017;2578.8700
15/11/2017;2564.6200
16/11/2017;2585.6400
17/11/2017;2578.8500
20/11/2017;2582.1400
21/11/2017;2599.0300
22/11/2017;2597.0800
24/11/2017;2602.4200
27/11/2017;2601.4200
28/11/2017;2627.0400
29/11/2017;2626.0700
30/11/2017;2647.5800
01/12/2017;2642.2200
04/12/2017;2639.4400
05/12/2017;2629.5700
06/12/2017;2629.2700
07/12/2017;2636.9800
08/12/2017;2651.5000
11/12/2017;2659.9900
12/12/2017;2664.1100
13/12/2017;2662.8500
14/12/2017;2652.0100
15/12/2017;2675.8100
18/12/2017;2690.1600
19/12/2017;2681.4700
20/12/2017;2679.2500
21/12/2017;2684.5700
22/12/2017;2683.3400
26/12/2017;2680.5000
27/12/2017;2682.6200
28/12/2017;2687.5400
29/12/2017;2673.6100
02/01/2018;2695.8100
03/01/2018;2713.0600
04/01/2018;2723.9900
05/01/2018;2743.1500
08/01/2018;2747.7100
09/01/2018;2751.2900
10/01/2018;2748.2300
11/01/2018;2767.5600
12/01/2018;2786.2400
16/01/2018;2776.4200
17/01/2018;2802.5600
18/01/2018;2798.0300
19/01/2018;2810.3000
22/01/2018;2832.9700
23/01/2018;2839.1300
24/01/2018;2837.5400
25/01/2018;2839.2500
26/01/2018;2872.8700
29/01/2018;2853.5300
30/01/2018;2822.4300
31/01/2018;2823.8100
01/02/2018;2821.9800
02/02/2018;2762.1300
05/02/2018;2648.9400
06/02/2018;2695.1400
07/02/2018;2681.6600
08/02/2018;2581.0000
09/02/2018;2619.5500
12/02/2018;2656.0000
13/02/2018;2662.9400
14/02/2018;2698.6300
15/02/2018;2731.2000
16/02/2018;2732.2200
20/02/2018;2716.2600
21/02/2018;2701.3300
22/02/2018;2703.9600
23/02/2018;2747.3000
26/02/2018;2779.6000
27/02/2018;2744.2800
28/02/2018;2713.8300
01/03/2018;2677.6700
02/03/2018;2691.2500
05/03/2018;2720.9400
06/03/2018;2728.1200
07/03/2018;2726.8000
08/03/2018;2738.9700
09/03/2018;2786.5700
12/03/2018;2783.0200
13/03/2018;2765.3100
14/03/2018;2749.4800
15/03/2018;2747.3300
16/03/2018;2752.0100
19/03/2018;2712.9200
20/03/2018;2716.9400
21/03/2018;2711.9300
22/03/2018;2643.6900
23/03/2018;2588.2600
26/03/2018;2658.5500
27/03/2018;2612.6200
28/03/2018;2605.0000
29/03/2018;2640.8700
02/04/2018;2581.8800
03/04/2018;2614.4500
04/04/2018;2644.6900
05/04/2018;2662.8400
06/04/2018;2604.4700
09/04/2018;2613.1600
10/04/2018;2656.8700
11/04/2018;2642.1900
12/04/2018;2663.9900
13/04/2018;2656.3000
16/04/2018;2677.8400
17/04/2018;2706.3900
18/04/2018;2708.6400
19/04/2018;2693.1300
20/04/2018;2670.1400
23/04/2018;2670.2900
24/04/2018;2634.5600
25/04/2018;2639.4000
26/04/2018;2666.9400
27/04/2018;2669.9100
30/04/2018;2648.0500
01/05/2018;2654.8000
02/05/2018;2635.6700
03/05/2018;2629.7300
04/05/2018;2663.4200
07/05/2018;2672.6300
08/05/2018;2671.9200
09/05/2018;2697.7900
10/05/2018;2723.0700
11/05/2018;2727.7200
14/05/2018;2730.1300
15/05/2018;2711.4500
16/05/2018;2722.4600
17/05/2018;2720.1300
18/05/2018;2712.9700
